Child DCN,Child MOSIS ID,RefPersonRelationshipType.Description,RelatedPerson LastName,RelatedPerson FirstName,RelatedPerson MiddleName,RelatedPerson GenerationCode,RelatedPerson BirthDate,RelatedPerson PostalCode,RelatedPerson AddressCountyName,RelatedPerson City,RelatedPerson RefSex.Description,RelatedPerson HispanicLatinoEthnicity,RelatedPerson RefEmploymentStatus.Description,RelatedPerson EmploymentStatusDate
0000001512,001512,Father,Lutz,Jake,George,,1991-02-15,65540,SCOTT,Matthewfurt,Male,Yes,Employed,2024-02-14
0000001513,001513,Court appointed guardian,Tyler,Nathan,,,1976-07-09,65826,BARRY,North Kurtmouth,Male,Yes,Employed,2023-04-11
0000001514,001514,Court appointed guardian,Taylor,David,Evan,,1988-07-18,63656,CEDAR,South Benjaminstad,Male,Yes,Part-time,2021-10-18
0000001515,001515,Adoptive parent,Warren,Eric,Dennis,,2005-05-08,64292,COLE,West Pennyside,Male,No,Not in Labor Force,2024-07-04
0000001515,001515,Grandmother,Martin,Lacey,Amy,,2004-01-07,64292,COLE,West Pennyside,Female,No,Part-time,2024-03-29
0000001516,001516,Aunt,Jackson,Maria,Judy,,1982-02-06,63556,NEWTON,Jordanfort,Female,Yes,Employed,2021-09-08
0000001516,001516,Grandfather,Ball,Matthew,,,1975-09-09,63556,NEWTON,Jordanfort,Male,Yes,Employed,2022-09-19
0000001517,001517,Adoptive parent,Molina,George,John,,2007-09-07,65789,LAWRENCE,East Dannyton,Male,No,Employed,2022-05-18
0000001517,001517,Court appointed guardian,Boyer,Eddie,Tyler,,1975-05-16,65789,LAWRENCE,East Dannyton,Male,No,Employed,2023-01-08
0000001518,001518,Father,Stewart,Antonio,,,1972-06-15,63516,SCOTLAND,North Stephanie,Male,Yes,Part-time,2021-11-06
0000001518,001518,Stepfather,Stewart,Samuel,Daniel,,1970-09-26,63516,SCOTLAND,North Stephanie,Male,No,Employed,2021-09-20
0000001519,001519,Stepfather,Kirk,Austin,,,1986-04-12,63457,DADE,Amberton,Male,Yes,Employed,2025-04-27
0000001519,001519,Court appointed guardian,Marshall,Cody,Douglas,,1988-04-28,63457,DADE,Amberton,Male,Yes,Employed,2024-07-18
0000001520,001520,Foster father,Watson,Michael,Vincent,Jr.,1995-05-19,63947,STE. GENEVIEVE,East Jamesshire,Male,Yes,Employed,2024-03-29
0000001520,001520,Father,Wallace,Patrick,Steven,,2006-11-09,63947,STE. GENEVIEVE,East Jamesshire,Male,Yes,Employed,2021-04-10
0000001521,001521,Foster Parent,Simmons,Matthew,,,1998-04-18,63509,PUTNAM,Liuberg,Male,No,Part-time,2023-12-22
0000001521,001521,Court appointed guardian,Kennedy,James,Timothy,,1992-05-03,63509,PUTNAM,Liuberg,Male,No,Unemployed,2025-12-27
0000001522,001522,Adoptive parent,Bell,Timothy,Michael,,1995-09-08,63886,DAVIESS,Thomasport,Male,Yes,Not in Labor Force,2023-05-03
0000001522,001522,Aunt,Miller,Penny,,,1978-03-15,63886,DAVIESS,Thomasport,Female,No,Employed,2021-03-26
0000001523,001523,Mother,Williams,Jo,Jessica,,1981-03-05,64047,CLINTON,New Anthony,Female,No,Employed,2024-04-08
0000001523,001523,Court appointed guardian,Mann,Jesse,Michael,,1977-05-18,64047,CLINTON,New Anthony,Male,No,Employed,2023-12-24
0000001524,001524,Father,Norman,Jonathan,Tony,,1986-12-26,64222,CARROLL,Shelbyfurt,Male,Yes,Employed,2025-09-16
0000001524,001524,Mother,Norman,Lisa,Diane,,1982-02-04,64222,CARROLL,Shelbyfurt,Female,Yes,Employed,2024-06-12
0000001525,001525,Foster mother,Anderson,Priscilla,Madison,,1973-10-09,63092,PEMISCOT,North Susanbury,Female,No,Part-time,2021-11-16
0000001526,001526,Foster Parent,Olsen,Ryan,Ronald,,2007-02-17,63137,CLAY,Port Natalieton,Male,No,Employed,2024-10-25
0000001526,001526,Stepmother,Gross,Brenda,Tina,,1984-03-11,63137,CLAY,Port Natalieton,Female,Yes,Employed,2024-01-03
0000001527,001527,Uncle,Banks,Danny,,,2004-09-22,64054,WORTH,Port Barbara,Male,Yes,Employed,2022-03-17
0000001527,001527,Foster Parent,Hall,Juan,Robert,,1974-05-27,64054,WORTH,Port Barbara,Male,No,Employed,2025-08-19
0000001528,001528,Adoptive parent,Sullivan,Travis,Jeffrey,,2002-12-07,64892,PETTIS,Jerrymouth,Male,No,Unemployed,2025-07-22
0000001529,001529,Uncle,Pruitt,John,Michael,,1985-11-11,63459,MERCER,Coxstad,Male,Yes,Not in Labor Force,2023-08-03
0000001529,001529,Court appointed guardian,Ferrell,John,Brian,,2000-10-28,63459,MERCER,Coxstad,Male,Yes,Not in Labor Force,2024-01-21
0000001530,001530,Father,Washington,Steven,Ricky,,1974-08-18,63772,JEFFERSON,South Kristie,Male,No,Not in Labor Force,2023-08-17
0000001531,001531,Stepmother,Frost,Stephanie,,,1975-01-13,63737,ST. CHARLES,Port Regina,Female,Yes,Employed,2024-01-26
0000001531,001531,Court appointed guardian,Morris,Thomas,Johnny,,1984-03-05,63737,ST. CHARLES,Port Regina,Male,No,Employed,2025-10-08
0000001532,001532,Foster mother,Turner,Jennifer,Catherine,,1978-02-22,64226,TANEY,Leeland,Female,Yes,Employed,2025-07-04
0000001533,001533,Aunt,Robles,Misty,Elizabeth,,1990-08-04,64955,RALLS,East Nancy,Female,No,Employed,2026-01-21
0000001534,001534,Foster mother,Jefferson,Michelle,Natalie,,1987-02-07,63493,OSAGE,Newtonberg,Female,Yes,Not in Labor Force,2025-03-21
0000001535,001535,Court appointed guardian,Arnold,Joel,,,1983-04-27,65421,SCOTLAND,East Zacharyhaven,Male,Yes,Employed,2021-04-14
0000001535,001535,Foster mother,Benson,Meagan,Heather,,1993-12-26,65421,SCOTLAND,East Zacharyhaven,Female,No,Employed,2021-06-29
0000001536,001536,Mother,Morales,Vanessa,Sarah,,1990-03-30,65543,TANEY,Lake Kelly,Female,Yes,Employed,2024-04-25
0000001536,001536,Court appointed guardian,Quinn,Douglas,Antonio,,2001-07-08,65543,TANEY,Lake Kelly,Male,No,Unemployed,2025-01-09
0000001537,001537,Stepmother,Franklin,Lindsey,Carolyn,,1981-10-25,65315,AUDRAIN,Lake Brandonstad,Female,No,Employed,2022-04-24
0000001538,001538,Foster father,Price,Lawrence,Daniel,,2006-07-08,65499,LAWRENCE,Robertsfort,Male,No,Employed,2022-08-03
0000001538,001538,Foster Parent,Murillo,Joshua,James,,1987-08-01,65499,LAWRENCE,Robertsfort,Male,Yes,Employed,2021-10-02
0000001539,001539,Uncle,Fox,Joseph,Jason,,1998-04-09,63571,DENT,East Paulashire,Male,Yes,Employed,2024-09-27
0000001539,001539,Court appointed guardian,Griffin,Matthew,Edward,,1981-02-09,63571,DENT,East Paulashire,Male,No,Part-time,2023-03-30
0000001540,001540,Uncle,Yang,William,,,1984-05-27,63852,CASS,New Jennifer,Male,No,Part-time,2021-10-13
0000001540,001540,Grandfather,Holt,Steven,,,1979-05-14,63852,CASS,New Jennifer,Male,No,Employed,2024-04-29
0000001541,001541,Stepmother,Snyder,Ashley,Kelli,,2000-09-04,65501,HOWELL,New Zacharyhaven,Female,No,Employed,2023-10-03
0000001541,001541,Grandfather,Wyatt,Evan,Jon,,1974-10-02,65501,HOWELL,New Zacharyhaven,Male,No,Not in Labor Force,2022-03-23
0000001542,001542,Uncle,Baxter,George,Mark,,1983-07-12,64505,BENTON,Katherineberg,Male,Yes,Employed,2024-06-19
0000001542,001542,Grandfather,Johnson,Kyle,Mark,,1987-08-25,64505,BENTON,Katherineberg,Male,No,Employed,2025-01-27
0000001543,001543,Stepfather,Simon,Antonio,Steven,,1994-07-20,63997,SCOTT,Stoneshire,Male,No,Unemployed,2025-04-26
0000001543,001543,Foster mother,Brooks,Lynn,,,2006-12-19,63997,SCOTT,Stoneshire,Female,No,Employed,2021-04-15
0000001544,001544,Court appointed guardian,Garcia,Alejandro,John,,2005-06-04,63588,MCDONALD,Joshuamouth,Male,No,Part-time,2021-09-04
0000001545,001545,Foster mother,Matthews,Julie,Tonya,,1974-04-12,65887,JASPER,East Elizabethberg,Female,No,Unemployed,2022-01-27
0000001546,001546,Foster mother,West,Lori,Heather,,1974-12-28,65819,ST. LOUIS,New Amandaborough,Female,Yes,Employed,2021-06-01
0000001546,001546,Adoptive parent,Herman,Jacob,Richard,,1976-05-02,65819,ST. LOUIS,New Amandaborough,Male,No,Employed,2025-05-31
0000001547,001547,Court appointed guardian,Walters,Brian,John,,1983-08-28,64954,DADE,Dennishaven,Male,Yes,Part-time,2022-10-04
0000001547,001547,Mother,Harris,Tammy,Jennifer,,2004-10-31,64954,DADE,Dennishaven,Female,Yes,Employed,2024-12-14
0000001548,001548,Foster Parent,Parker,Paul,Daniel,,1989-05-10,63023,BUCHANAN,South Pamelafort,Male,Yes,Employed,2021-10-31
0000001549,001549,Stepfather,Dennis,Christian,,,1977-03-07,63348,WARREN,West Lindabury,Male,No,Unemployed,2021-05-30
0000001549,001549,Father,Dennis,Benjamin,,,1986-01-20,63348,WARREN,West Lindabury,Male,No,Employed,2025-09-05
0000001550,001550,Stepmother,Hill,Jennifer,Judith,,1984-06-11,63618,BENTON,Lake Haileyton,Female,No,Unemployed,2021-12-08
0000001551,001551,Uncle,Poole,Antonio,,,1996-03-30,64079,WEBSTER,Lake Courtneybury,Male,No,Employed,2024-10-11
0000001551,001551,Grandmother,Dean,Kayla,Jennifer,,1987-04-24,64079,WEBSTER,Lake Courtneybury,Female,Yes,Part-time,2022-04-25
0000001552,001552,Court appointed guardian,Berry,Christopher,Andrew,,2007-10-29,63697,NEW MADRID,Theodorefort,Male,Yes,Employed,2026-01-10
0000001553,001553,Aunt,Le,Morgan,Grace,Sr.,2007-10-10,64795,DALLAS,New Mercedesborough,Female,No,Employed,2022-02-17
0000001553,001553,Stepfather,Gonzalez,Christopher,,,1984-05-21,64795,DALLAS,New Mercedesborough,Male,No,Unemployed,2021-02-27
0000001554,001554,Grandfather,English,Nicholas,Andrew,,1984-11-28,63900,DOUGLAS,North Robert,Male,No,Not in Labor Force,2024-04-19
0000001554,001554,Mother,Clark,Megan,Patricia,,1982-12-01,63900,DOUGLAS,North Robert,Female,Yes,Employed,2023-11-11
0000001555,001555,Stepmother,Little,Dawn,Maureen,,1974-12-20,65267,MACON,Morenoburgh,Female,Yes,Employed,2023-02-21
0000001555,001555,Grandfather,Baker,Kevin,,,1974-02-02,65267,MACON,Morenoburgh,Male,Yes,Employed,2024-11-13
0000001556,001556,Adoptive parent,Byrd,Robert,Robert,,1971-06-02,63723,LINN,Roblesfurt,Male,No,Employed,2024-01-02
0000001556,001556,Aunt,Francis,Katherine,,,1981-06-17,63723,LINN,Roblesfurt,Female,No,Unemployed,2025-11-23
0000001557,001557,Foster Parent,Lopez,Jason,David,,2001-12-10,65209,WASHINGTON,Robertmouth,Male,Yes,Employed,2021-10-02
0000001558,001558,Foster mother,Martinez,Tracey,Julie,,1984-06-15,64380,JACKSON,Donnastad,Female,Yes,Unemployed,2024-02-09
0000001559,001559,Foster Parent,Ray,Christopher,,,1971-03-15,63248,CASS,Burkebury,Male,Yes,Employed,2023-10-09
0000001560,001560,Court appointed guardian,Miller,Hayden,,,1980-06-09,65110,GENTRY,Brownmouth,Male,No,Part-time,2025-02-20
0000001561,001561,Grandmother,Johnson,Debra,Cassandra,,2001-07-29,63021,ST. LOUIS CITY,Greenton,Female,No,Employed,2025-09-01
0000001561,001561,Court appointed guardian,Williams,Daniel,Richard,,1987-06-18,63021,ST. LOUIS CITY,Greenton,Male,Yes,Part-time,2021-12-30
0000001562,001562,Foster mother,Williamson,Briana,Julie,,2006-03-25,65552,WRIGHT,Sethbury,Female,Yes,Not in Labor Force,2025-07-05
0000001562,001562,Aunt,Gross,Susan,Lacey,,1988-08-25,65552,WRIGHT,Sethbury,Female,Yes,Employed,2022-08-15
0000001563,001563,Father,Harris,Joshua,James,,1973-04-10,63229,WRIGHT,New Cherylberg,Male,Yes,Employed,2025-01-09
0000001563,001563,Stepfather,Harris,William,Michael,,1988-01-23,63229,WRIGHT,New Cherylberg,Male,No,Part-time,2025-06-28
0000001564,001564,Aunt,Shaw,Joanna,Cindy,,2003-06-02,63013,SULLIVAN,Port Janetstad,Female,Yes,Unemployed,2021-06-10
0000001564,001564,Grandmother,Johnson,Ashley,Renee,,1983-06-17,63013,SULLIVAN,Port Janetstad,Female,No,Employed,2024-08-04
0000001565,001565,Uncle,Moreno,Kevin,Tony,,1983-12-29,63834,VERNON,Amandaburgh,Male,Yes,Employed,2025-12-25
0000001566,001566,Father,Roberts,Charles,John,,1982-11-26,64433,LAWRENCE,West Martin,Male,No,Employed,2022-07-03
0000001566,001566,Court appointed guardian,Sanders,Robert,Robert,,1979-05-11,64433,LAWRENCE,West Martin,Male,Yes,Part-time,2022-02-02
0000001567,001567,Grandfather,Maldonado,Donald,,,1985-04-28,63189,RALLS,Port Shelbyville,Male,No,Employed,2022-05-29
0000001568,001568,Uncle,Howe,Andrew,Ryan,,1997-03-31,65109,LAWRENCE,East Crystalbury,Male,No,Part-time,2023-03-31
0000001568,001568,Adoptive parent,Nguyen,James,Patrick,,1981-12-22,65109,LAWRENCE,East Crystalbury,Male,No,Employed,2023-06-29
0000001569,001569,Court appointed guardian,Hopkins,David,,,1991-11-06,63695,MONTGOMERY,Andersonview,Male,No,Employed,2021-06-07
0000001570,001570,Mother,Warner,Barbara,Stacey,,1995-08-18,65065,WARREN,Smithside,Female,Yes,Employed,2021-07-17
0000001570,001570,Father,Warner,James,Ronald,,1998-12-15,65065,WARREN,Smithside,Male,No,Employed,2022-09-18
0000001571,001571,Uncle,Hernandez,Michael,Benjamin,,1993-05-13,63169,CAPE GIRARDEAU,Port Catherine,Male,No,Part-time,2023-04-17
0000001571,001571,Grandmother,Richardson,Norma,Marie,,1981-04-27,63169,CAPE GIRARDEAU,Port Catherine,Female,Yes,Employed,2024-02-03
0000001572,001572,Stepfather,Johnson,Andrew,Robert,,1977-09-11,63886,CALDWELL,Stephenville,Male,No,Part-time,2023-06-25
0000001573,001573,Grandfather,Perry,Andrew,Luke,,2005-04-16,64797,DAVIESS,East Tammyside,Male,No,Employed,2021-04-27
0000001573,001573,Foster Parent,Morris,Adam,,,1999-09-28,64797,DAVIESS,East Tammyside,Male,Yes,Not in Labor Force,2025-04-26
0000001574,001574,Uncle,Lopez,David,Jerry,,1998-10-09,64128,PEMISCOT,Smithfort,Male,Yes,Employed,2023-02-21
0000001575,001575,Uncle,Ewing,Derrick,Gabriel,,1985-04-02,65457,CAMDEN,Walkertown,Male,Yes,Part-time,2022-08-17
0000001576,001576,Mother,Hart,Olivia,,,2003-12-24,64064,HARRISON,Martinland,Female,No,Part-time,2025-07-08
0000001577,001577,Grandfather,Pruitt,Bradley,Kevin,,1982-04-29,63247,BUTLER,North Donald,Male,Yes,Employed,2023-02-13
0000001578,001578,Stepmother,Sharp,Cynthia,,,2002-11-22,65607,JEFFERSON,North Katrina,Female,No,Employed,2024-07-10
0000001579,001579,Adoptive parent,Wilson,John,Benjamin,,2001-02-04,65010,POLK,Hannahchester,Male,Yes,Employed,2023-09-13
0000001579,001579,Uncle,Dawson,Brian,Gregory,,1996-01-21,65010,POLK,Hannahchester,Male,Yes,Employed,2022-01-18
0000001580,001580,Grandfather,Carlson,Walter,Billy,,2006-01-12,65780,MONROE,Gardnermouth,Male,Yes,Not in Labor Force,2024-12-20
0000001580,001580,Aunt,Charles,Bianca,,,1975-07-22,65780,MONROE,Gardnermouth,Female,No,Employed,2022-11-24
0000001581,001581,Grandmother,Ramos,Kimberly,Andrea,,2000-03-14,64310,VERNON,Robertsonland,Female,No,Employed,2023-07-20
0000001581,001581,Stepfather,Murray,Timothy,,,1973-06-13,64310,VERNON,Robertsonland,Male,Yes,Part-time,2023-03-08
0000001582,001582,Grandmother,Martin,Meghan,,,1995-08-12,63670,HENRY,Port Alexander,Female,No,Part-time,2025-06-21
0000001582,001582,Uncle,Pittman,Timothy,,,2004-04-14,63670,HENRY,Port Alexander,Male,Yes,Employed,2023-10-04
0000001583,001583,Grandmother,Reynolds,Shari,Cynthia,,1989-02-21,64413,GRUNDY,North Nicolefort,Female,No,Employed,2023-12-15
0000001583,001583,Stepfather,Kane,David,,,1995-05-07,64413,GRUNDY,North Nicolefort,Male,Yes,Employed,2021-05-24
0000001584,001584,Foster Parent,Lee,Curtis,Robert,,1989-08-01,65699,ST. LOUIS CITY,Rossport,Male,Yes,Employed,2023-02-12
0000001584,001584,Grandmother,Walters,Madison,Heather,,1977-02-03,65699,ST. LOUIS CITY,Rossport,Female,No,Employed,2023-02-06
0000001585,001585,Stepfather,Beard,Joseph,,,1984-09-10,65309,MACON,Alexandrastad,Male,No,Employed,2023-09-29
0000001586,001586,Foster Parent,Johnson,Joshua,,,1992-07-13,63980,SCOTLAND,Aprilview,Male,No,Part-time,2023-03-30
0000001586,001586,Court appointed guardian,Lopez,David,Alexander,,1975-08-06,63980,SCOTLAND,Aprilview,Male,Yes,Part-time,2026-02-24
0000001587,001587,Aunt,Ortiz,Alexis,Christina,,2001-02-04,64048,HARRISON,East Alice,Female,No,Part-time,2022-07-24
0000001588,001588,Aunt,Montgomery,Shelly,,,1991-06-13,63532,COLE,South Carlos,Female,No,Unemployed,2022-05-01
0000001588,001588,Foster mother,Baker,Courtney,Rebecca,,1996-01-30,63532,COLE,South Carlos,Female,No,Part-time,2022-03-27
0000001589,001589,Grandmother,Thompson,Kaitlyn,Joanna,,2001-08-12,65126,STODDARD,Riveraton,Female,No,Employed,2022-04-17
0000001589,001589,Stepmother,Benson,Casey,Briana,,1985-08-24,65126,STODDARD,Riveraton,Female,Yes,Not in Labor Force,2024-10-10
0000001590,001590,Mother,Fields,Kathy,Diana,,1991-11-03,65225,WARREN,West Courtney,Female,Yes,Employed,2022-06-16
0000001591,001591,Adoptive parent,Liu,Jonathan,Jason,,1993-05-13,63461,CASS,Michaelfurt,Male,No,Employed,2024-10-19
0000001591,001591,Aunt,Case,Paige,,,1997-12-07,63461,CASS,Michaelfurt,Female,No,Employed,2025-07-08
0000001592,001592,Foster Parent,Parker,Jorge,Charles,,1995-12-17,65515,CALDWELL,North Jessica,Male,Yes,Employed,2022-01-09
0000001593,001593,Foster mother,Gay,Sydney,Angela,,2001-08-28,63669,HOWARD,Riverashire,Female,No,Part-time,2024-03-19
0000001593,001593,Mother,Robles,Ashley,Susan,,1985-12-24,63669,HOWARD,Riverashire,Female,No,Not in Labor Force,2021-07-13
0000001594,001594,Foster mother,Lawrence,Kathryn,,,1989-05-23,65740,DOUGLAS,Clarktown,Female,No,Not in Labor Force,2024-11-29
0000001594,001594,Uncle,Brown,Kyle,Justin,,1970-11-23,65740,DOUGLAS,Clarktown,Male,No,Employed,2022-03-12
0000001595,001595,Grandfather,Thomas,James,Christopher,,1980-05-14,64779,MONROE,East Fred,Male,Yes,Part-time,2022-08-31
0000001595,001595,Grandmother,Howard,Sandra,Charlene,,1979-12-31,64779,MONROE,East Fred,Female,No,Employed,2023-02-07
0000001596,001596,Foster father,Padilla,David,Cesar,,1996-12-26,65678,JOHNSON,Colemanfort,Male,No,Employed,2022-01-19
0000001596,001596,Grandmother,Stewart,Stephanie,Ashley,,1983-05-24,65678,JOHNSON,Colemanfort,Female,No,Employed,2021-11-19
0000001597,001597,Court appointed guardian,Montgomery,Anthony,Brent,,1992-02-20,65878,ST. CHARLES,Schroederfort,Male,No,Employed,2025-01-16
0000001597,001597,Grandfather,Ramos,Cody,Timothy,,1983-11-23,65878,ST. CHARLES,Schroederfort,Male,Yes,Employed,2021-07-31
0000001598,001598,Foster Parent,Park,Maurice,George,,1999-10-28,65357,BENTON,New Meganburgh,Male,No,Employed,2021-07-01
0000001598,001598,Aunt,Ross,April,,,1999-08-09,65357,BENTON,New Meganburgh,Female,Yes,Not in Labor Force,2022-08-21
0000001599,001599,Aunt,Nguyen,Leslie,,,1974-03-12,63132,LINCOLN,Henryview,Female,No,Employed,2022-02-25
0000001600,001600,Grandmother,Li,Jessica,,,1970-05-02,65812,MONROE,Port Michaelmouth,Female,No,Employed,2024-10-31
0000001601,001601,Adoptive parent,Marshall,Glenn,,,2002-03-22,64827,JASPER,South Neil,Male,No,Employed,2024-05-12
0000001601,001601,Father,Jensen,Jared,,,1998-06-04,64827,JASPER,South Neil,Male,No,Unemployed,2025-09-09
0000001602,001602,Grandfather,Cherry,John,,,1973-09-16,64530,CALLAWAY,North Brenda,Male,No,Employed,2021-08-01
0000001603,001603,Grandfather,Smith,Thomas,Chad,,1976-01-18,63265,MONTGOMERY,New Joshuaview,Male,Yes,Part-time,2024-11-03
0000001603,001603,Stepmother,Shaw,Barbara,Michelle,,1990-07-29,63265,MONTGOMERY,New Joshuaview,Female,No,Employed,2026-01-09
0000001604,001604,Foster Parent,Brown,Gary,Jacob,,1985-10-07,63330,GRUNDY,Colleenshire,Male,Yes,Employed,2022-03-30
0000001604,001604,Court appointed guardian,Beck,Kevin,,,1989-06-25,63330,GRUNDY,Colleenshire,Male,No,Part-time,2026-02-21
0000001605,001605,Adoptive parent,Ellis,Richard,Wayne,,1998-03-06,64320,REYNOLDS,Henryfort,Male,Yes,Employed,2023-04-05
0000001605,001605,Father,Osborn,Shane,,,1983-08-27,64320,REYNOLDS,Henryfort,Male,Yes,Part-time,2024-04-01
0000001606,001606,Aunt,Rubio,Nicole,Angela,,1984-07-24,65072,WASHINGTON,Anthonyberg,Female,Yes,Employed,2025-04-12
0000001606,001606,Father,Garcia,Kevin,Jared,Sr.,1998-04-20,65072,WASHINGTON,Anthonyberg,Male,No,Employed,2021-11-04
0000001607,001607,Adoptive parent,Armstrong,James,William,,1991-12-11,64518,IRON,South Maryville,Male,Yes,Employed,2025-02-24
0000001607,001607,Grandmother,Abbott,Melissa,,,1979-01-25,64518,IRON,South Maryville,Female,No,Employed,2024-06-27
0000001608,001608,Stepmother,Brown,Nancy,Christina,,1995-12-28,65497,CRAWFORD,Port Amyborough,Female,Yes,Not in Labor Force,2026-01-10
0000001608,001608,Adoptive parent,Garcia,Edward,,,1986-01-16,65497,CRAWFORD,Port Amyborough,Male,Yes,Employed,2023-04-22
0000001609,001609,Stepfather,Powers,Bryan,,,1987-12-09,64060,RIPLEY,Rachaelburgh,Male,Yes,Employed,2024-12-22
0000001609,001609,Foster father,White,Michael,Donald,,1973-11-28,64060,RIPLEY,Rachaelburgh,Male,No,Employed,2022-01-31
0000001610,001610,Father,Black,Eric,Walter,,1974-04-01,65620,PHELPS,Butlerton,Male,No,Employed,2024-09-27
0000001610,001610,Court appointed guardian,Mendoza,Kevin,,,2007-02-21,65620,PHELPS,Butlerton,Male,No,Unemployed,2021-08-14
0000001611,001611,Court appointed guardian,Pham,Nicholas,,,1992-01-22,63880,ST. FRANCOIS,East Scottview,Male,Yes,Unemployed,2025-09-27
0000001612,001612,Father,Reid,David,Damon,,1987-05-25,63720,BOONE,West Joshuastad,Male,No,Part-time,2021-08-29
0000001612,001612,Foster mother,Diaz,Mary,Leslie,,1979-02-21,63720,BOONE,West Joshuastad,Female,Yes,Unemployed,2023-12-15
0000001613,001613,Court appointed guardian,Moss,Adrian,,,1979-02-03,64670,FRANKLIN,New Sarahland,Male,Yes,Employed,2023-07-11
0000001613,001613,Aunt,Fitzgerald,Allison,Emily,Sr.,1982-06-01,64670,FRANKLIN,New Sarahland,Female,Yes,Not in Labor Force,2025-12-25
0000001614,001614,Stepfather,Lopez,Evan,,,1986-05-13,65524,CEDAR,Port Garytown,Male,No,Part-time,2022-03-01
0000001615,001615,Court appointed guardian,Perez,Michael,Edward,Sr.,1996-08-19,65812,BARRY,West Mary,Male,Yes,Employed,2025-12-21
0000001615,001615,Foster father,Burch,Larry,Victor,,2004-02-14,65812,BARRY,West Mary,Male,No,Employed,2023-01-22
0000001616,001616,Grandmother,Bailey,Tara,Christina,,1987-02-11,64001,AUDRAIN,West Brian,Female,Yes,Employed,2021-07-31
0000001617,001617,Stepfather,Stewart,Ian,David,,2007-10-25,65801,BOONE,Port Jacob,Male,No,Employed,2022-05-16
0000001617,001617,Foster Parent,Hunter,Mark,,,2004-05-02,65801,BOONE,Port Jacob,Male,Yes,Employed,2022-10-10
0000001618,001618,Adoptive parent,Stephens,Brian,Robert,,2006-10-14,65836,SALINE,Christopherstad,Male,No,Unemployed,2024-08-08
0000001618,001618,Stepmother,Wolfe,Bridget,Jennifer,,1990-08-27,65836,SALINE,Christopherstad,Female,No,Employed,2024-01-02
0000001619,001619,Stepmother,Cole,Maria,Stephanie,,1979-11-02,63683,PERRY,North Stephanie,Female,Yes,Employed,2025-01-07
0000001620,001620,Aunt,Hunt,Melissa,Carrie,,1981-09-11,63881,BOONE,Reedport,Female,Yes,Unemployed,2023-06-17
