Child DCN,Child MOSIS ID,LastName,FirstName,MiddleName,GenerationCode,BirthDate,PostalCode,AddressCountyName,City,ResponsibleOrganizationIdentifier,RefSex.Description,RefRace.Description,HispanicLatinoEthnicity,FosterCareStartDate,FosterCareEndDate,ChildAbuseNeglect,RefLanguage.Description,HomelessnessStatus,MigrantStatus,RefParentMaritalStatus.Description,FamilyMemberIncarcerated,FamilyMemberSubstanceUseAbuse,LossOfParent,PercentOfFederalPovertyLevel,FamilyIncome,NumberOfPeopleInFamily,HouseholdMemberDepressedOrMentallyIll,WeightAtBirth,WeeksOfGestation,num_participation_episodes,total_attendance_days,num_enrollment_gaps,max_gap_days,has_gap_over_6mo,avg_attendance_days,num_screenings_completed,screening_completion_rate,num_immunizations,immunization_compliance_rate,missed_screening,has_disability,has_outcomes_data,avg_cos_rating,low_outcomes,homelessness_flag,migrant_flag,abuse_flag,incarcerated_flag,substance_flag,depression_flag,loss_parent_flag,in_foster_care,deep_poverty,num_household_stressors,stability_score,engagement_score,developmental_score,context_score,composite_risk_score,risk_tier,programs_enrolled,total_enrollments
738,738,Bryan,Kristin,,Sr.,2021-10-15,65373,LAFAYETTE,East Eddiestad,54874,Female,Black or African American,No,,,False,English,False,False,Single,False,True,False,177,25839,6,False,3287,38,2,101,0,0,False,50.5,6,1.0,19,1.0,False,True,True,4.125,False,False,False,False,False,True,False,False,True,False,1,0,40.0,40,25,25.0,Moderate,"Home Visiting, Early Head Start",2
739,739,Estrada,Scott,,,2020-10-27,63665,NEWTON,Markland,73352,Male,White,No,,,False,English,False,False,Single,False,False,False,52,45034,5,False,2404,39,5,352,1,59,False,70.4,5,0.8333333333333334,19,1.0,False,False,True,3.5,True,False,False,False,False,False,False,False,True,True,0,30,45.83333333333333,35,45,38.20833333333333,High,"Early Intervention, Child Care, Childcare Subsidy",5
740,740,Powers,Jennifer,Cassandra,,2021-10-20,65809,GRUNDY,South Kara,40697,Female,White,No,,,False,English,False,False,Separated,False,False,False,222,71583,4,False,4218,40,2,324,1,60,False,162.0,6,1.0,20,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,15,0.0,0,20,8.5,Low,"Child Care, Head Start",2
741,741,Morris,Barry,Kayla,,2020-04-13,65393,ST. FRANCOIS,Wilkinschester,100547,Not selected,Black or African American,No,,,False,Spanish,True,True,Single,False,True,False,181,46417,2,False,3312,34,2,21,1,67,False,10.5,6,1.0,20,1.0,False,False,True,4.375,False,True,True,False,False,True,False,False,True,False,1,35,40.0,0,50,30.5,Moderate,"Home Visiting, Early Intervention",2
742,742,Ruiz,Calvin,,,2018-01-27,63907,ST. CLAIR,Lake Michelemouth,99001,Not selected,White,No,,,False,English,False,False,Divorced,False,False,False,355,47696,6,False,3211,40,2,309,0,0,False,154.5,6,1.0,22,1.0,False,False,True,4.75,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Early Head Start,2
743,743,Salazar,Kelly,Melissa,,2019-01-05,64598,HOWARD,New Jessicahaven,45779,Female,American Indian or Alaska Native,No,2023-12-05,2025-11-14,False,English,False,False,Married,False,False,False,45,21136,5,False,2259,41,2,56,1,110,False,28.0,4,0.6666666666666666,12,1.0,False,False,True,3.5,True,False,False,False,False,False,False,False,True,True,0,35,51.66666666666667,35,45,41.16666666666667,High,"First Steps, Childcare Subsidy",2
744,744,Barker,Timothy,,,2021-12-01,63127,BARRY,Ronaldmouth,5116,Not selected,White,No,,,False,English,False,False,Married,False,False,False,162,60133,7,False,3202,40,1,175,0,0,False,175.0,6,1.0,21,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Early Head Start,1
745,745,Ho,Laura,Lisa,,2021-06-06,64409,HENRY,Stonefort,42626,Female,White,No,,,False,English,False,False,Single,False,False,False,95,26037,2,False,3029,40,2,114,0,0,False,57.0,3,0.5,18,1.0,True,False,True,4.5,False,False,False,False,False,False,False,False,True,True,0,0,57.5,0,45,23.375,Low,"Early Intervention, Head Start",2
746,746,Erickson,Catherine,Lisa,,2021-05-18,63699,HENRY,North David,42099,Female,White,No,,,False,English,False,False,Divorced,False,False,False,275,99423,2,False,4017,38,3,174,0,0,False,58.0,5,0.8333333333333334,21,1.0,False,False,True,4.875,False,False,False,False,False,False,False,False,True,False,0,0,45.83333333333333,0,20,15.458333333333332,Low,"Home Visiting, Child Care, First Steps",3
747,747,Clark,Robert,Omar,,2019-02-28,65594,CASS,Gutierrezmouth,19994,Male,White,No,,,False,English,False,False,Married,False,False,False,289,92940,3,False,3895,39,1,168,0,0,False,168.0,5,0.8333333333333334,21,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,Early Head Start,1
748,748,Davidson,Robert,Daniel,,2020-02-13,63224,BOLLINGER,Jonathanland,9345,Male,White,No,,,False,English,False,False,Married,False,False,False,303,51078,5,False,4289,41,2,145,1,68,False,72.5,5,0.8333333333333334,21,1.0,False,False,True,5.25,False,False,False,False,False,False,False,False,True,False,0,15,45.83333333333333,0,20,19.958333333333332,Low,"Child Care, Home Visiting",2
749,749,Nguyen,Katie,,,2020-02-27,63816,LIVINGSTON,North Ginamouth,59267,Female,White,No,,,False,English,False,False,Separated,False,False,False,175,36729,7,False,2333,41,2,148,1,110,False,74.0,5,0.8333333333333334,18,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,False,0,15,45.83333333333333,0,20,19.958333333333332,Low,"Early Intervention, Head Start",2
750,750,Collier,Laura,Toni,,2021-01-17,63713,HOWELL,West Martha,46492,Female,White,No,,,False,English,False,False,Married,False,False,False,23,10353,7,True,2963,40,2,87,1,122,False,43.5,2,0.3333333333333333,12,1.0,True,True,True,2.875,True,False,False,False,False,False,True,False,True,True,1,35,63.333333333333336,75,50,55.083333333333336,High,"Early Intervention, Child Care",2
751,751,Johnson,Timothy,Thomas,,2018-02-17,64562,FRANKLIN,South Eric,36509,Not selected,White,No,,,False,English,True,False,Single,False,True,False,75,13024,7,False,4125,40,3,109,0,0,False,36.333333333333336,2,0.3333333333333333,11,0.9166666666666666,True,False,True,2.25,True,True,False,False,False,True,False,False,True,True,1,0,65.41666666666667,35,75,40.10416666666667,High,"Early Head Start, Home Visiting, Early Intervention",3
752,752,Ford,Michelle,Paula,,2020-01-20,65439,MONROE,Reillyton,69568,Not selected,White,No,,,False,English,False,False,Separated,False,False,False,363,89810,7,False,3103,40,4,642,0,0,False,160.5,6,1.0,21,1.0,False,False,True,4.416666666666667,False,False,False,False,False,False,False,False,True,False,0,15,0.0,0,20,8.5,Low,"Childcare Subsidy, Child Care, State Pre-K",4
753,753,Stewart,Kevin,Jessica,,2020-10-25,64519,WEBSTER,East Barbaramouth,113844,Not selected,White,No,,,False,English,False,False,Single,False,False,False,343,79072,7,False,3603,41,2,96,0,0,False,48.0,5,0.8333333333333334,22,1.0,False,False,True,3.75,True,False,False,False,False,False,False,False,True,False,0,20,45.83333333333333,35,20,30.208333333333332,Moderate,"Home Visiting, Early Head Start",2
754,754,Montes,Pamela,Michael,,2018-03-10,64892,BUCHANAN,Marymouth,11015,Not selected,White,No,,,False,English,False,False,Single,False,False,False,117,30771,6,False,2714,37,3,160,2,104,False,53.333333333333336,5,0.8333333333333334,18,1.0,False,False,True,4.25,False,False,False,False,False,False,False,False,True,False,0,30,45.83333333333333,0,20,24.458333333333332,Moderate,"First Steps, Early Intervention, Childcare Subsidy",3
755,755,Duncan,Mark,Ryan,,2019-11-01,63335,ST. FRANCOIS,Lopezville,100592,Male,White,No,,,False,English,False,False,Separated,False,False,False,220,67056,2,True,3411,40,1,9,0,0,False,9.0,5,0.8333333333333334,22,1.0,False,False,True,5.5,False,False,False,False,False,False,True,False,True,False,1,20,45.83333333333333,0,25,22.458333333333332,Low,Home Visiting,1
756,756,Edwards,Karen,Janet,Jr.,2020-06-05,63366,JACKSON,West Robertfort,48644,Not selected,White,No,,,False,English,False,False,Separated,True,False,False,168,44543,6,False,2663,37,3,318,0,0,False,106.0,6,1.0,18,1.0,False,False,True,3.875,True,False,False,False,True,False,False,False,True,False,1,0,0.0,35,25,13.75,Low,"Early Intervention, Childcare Subsidy, State Pre-K",3
757,757,Gallegos,Jacqueline,,,2019-10-16,63173,LAWRENCE,Javierport,55588,Female,White,No,,,False,English,False,False,Divorced,False,False,False,369,77917,4,False,4410,42,5,392,0,0,False,78.4,6,1.0,22,1.0,False,False,True,5.416666666666667,False,False,False,False,False,False,False,False,True,False,0,15,40.0,0,20,18.5,Low,"Early Head Start, Early Intervention, Child Care, Home Visiting",5
758,758,Johnson,Jacqueline,,,2021-04-13,65455,SCHUYLER,North Scott,93411,Female,White,No,,,False,English,False,False,Married,False,False,False,51,40533,5,False,3863,31,2,46,0,0,False,23.0,4,0.6666666666666666,16,1.0,False,False,True,4.125,False,False,False,False,False,False,False,False,True,True,0,20,51.66666666666667,0,45,27.916666666666668,Moderate,"Home Visiting, First Steps",2
759,759,Lee,Karen,Kathryn,,2020-07-27,63473,WEBSTER,Oconnorhaven,113104,Female,Native Hawaiian or Other Pacific Islander,No,,,False,English,False,False,Single,False,False,False,318,53783,5,False,1804,39,1,149,0,0,False,149.0,5,0.8333333333333334,18,1.0,False,False,True,5.75,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,Childcare Subsidy,1
760,760,Garcia,Garrett,Randy,,2020-03-17,63313,LACLEDE,East Jenny,53036,Male,Black or African American,No,,,False,English,False,False,Married,False,False,False,41,20794,2,False,2576,38,3,194,0,0,False,64.66666666666667,3,0.5,13,1.0,True,False,True,3.25,True,False,False,False,False,False,False,False,True,True,0,0,57.5,35,45,32.125,Moderate,"First Steps, Early Head Start",3
761,761,Boyd,Miguel,,,2018-03-16,65085,WARREN,West Sarahland,110894,Male,White,No,,,False,English,False,False,Single,False,False,False,185,44739,5,False,3032,42,2,168,1,103,False,84.0,5,0.8333333333333334,18,1.0,False,False,True,2.5,True,False,False,False,False,False,False,False,True,False,0,15,5.833333333333332,35,20,18.708333333333332,Low,"First Steps, Childcare Subsidy",2
762,762,Miranda,Stephen,Brian,,2018-10-06,64104,LIVINGSTON,Andrewport,59893,Male,White,No,,,False,English,False,False,Single,False,False,False,134,37617,6,False,4465,41,1,10,0,0,False,10.0,4,0.6666666666666666,19,1.0,False,False,True,4.75,False,False,False,False,False,False,False,False,True,False,0,20,51.66666666666667,0,20,22.916666666666668,Low,Home Visiting,1
763,763,Mitchell,Christine,Christina,,2018-07-27,65419,COOPER,Kendraville,27516,Female,Asian,No,,,False,Chinese,False,False,Married,False,False,False,60,14522,2,False,2976,42,1,68,0,0,False,68.0,1,0.16666666666666666,12,1.0,True,False,True,2.75,True,False,False,False,False,False,False,False,True,True,0,20,69.16666666666667,35,45,41.04166666666667,High,Childcare Subsidy,1
764,764,Wilson,Brooke,,,2018-10-04,65232,CLAY,East Amyside,24131,Female,White,No,,,False,English,False,False,Single,False,False,False,386,62168,5,False,2774,28,3,367,0,0,False,122.33333333333333,5,0.8333333333333334,21,1.0,False,False,True,4.75,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,"Early Head Start, State Pre-K, Child Care",3
765,765,Campbell,Charles,Michael,,2020-02-01,65314,CALDWELL,East Charles,13221,Male,White,No,,,False,English,False,False,Single,False,False,False,314,49933,2,False,3702,42,3,181,0,0,False,60.333333333333336,6,1.0,21,1.0,False,False,True,4.75,False,False,False,False,False,False,False,False,True,False,0,0,40.0,0,20,14.0,Low,"First Steps, Head Start",3
766,766,Anderson,Gina,Jill,,2021-03-24,64528,CLARK,Bergerton,23081,Female,White,No,,,False,English,False,False,Divorced,False,False,False,53,28684,3,False,2112,40,3,111,0,0,False,37.0,5,0.8333333333333334,17,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,True,0,0,45.83333333333333,0,45,20.458333333333332,Low,"First Steps, Childcare Subsidy",3
767,767,Simmons,Anthony,,,2018-12-13,63695,POLK,Lake Caitlin,84058,Male,White,No,,,False,English,False,False,Divorced,False,False,False,110,32809,4,False,3452,40,2,181,0,0,False,90.5,6,1.0,17,1.0,False,False,True,4.5,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,"Childcare Subsidy, Early Intervention",2
768,768,Jensen,Sara,Melissa,,2018-01-04,64889,AUDRAIN,Martinborough,4222,Female,White,No,,,True,English,False,False,Single,False,False,False,165,25625,5,False,1945,38,1,115,0,0,False,115.0,5,0.8333333333333334,16,1.0,False,False,True,4.75,False,False,False,True,False,False,False,False,True,False,0,0,5.833333333333332,0,35,8.458333333333332,Low,Child Care,1
769,769,Beltran,Emily,Amanda,,2020-06-28,65332,CAMDEN,Bradleyland,15172,Not selected,White,No,,,False,English,False,False,Separated,False,False,False,266,61831,3,False,3238,38,1,139,0,0,False,139.0,6,1.0,20,1.0,False,False,True,5.5,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Early Head Start,1
770,770,Mcdonald,Tamara,,,2021-01-05,65721,SCOTLAND,Collinsmouth,94748,Female,White,No,,,False,English,False,False,Separated,False,False,False,365,76094,3,True,3463,40,2,233,0,0,False,116.5,6,1.0,22,1.0,False,False,True,5.75,False,False,False,False,False,False,True,False,True,False,1,0,0.0,0,25,5.0,Low,"Early Intervention, Childcare Subsidy",2
771,771,Huang,Theresa,Briana,,2021-10-27,65834,HOWARD,Robertafurt,45368,Female,White,No,,,False,English,False,False,Single,False,False,False,177,82681,7,False,3084,42,1,184,0,0,False,184.0,6,1.0,22,1.0,False,False,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Childcare Subsidy,1
772,772,Valencia,Samantha,Mark,,2021-05-16,63876,CARROLL,Shawntown,17475,Not selected,Demographic Race Two or More Races,No,,,False,English,False,True,Divorced,False,False,False,129,34948,5,False,3097,30,1,73,0,0,False,73.0,4,0.6666666666666666,15,1.0,False,False,True,3.0,True,False,True,False,False,False,False,False,True,False,0,20,51.66666666666667,35,20,31.666666666666668,Moderate,Child Care,1
773,773,Singleton,Ashley,Karen,,2020-01-02,63825,WRIGHT,Katrinashire,115403,Female,White,No,,,False,English,False,False,Single,False,False,False,233,60103,4,False,3061,40,1,115,0,0,False,115.0,6,1.0,21,1.0,False,False,True,4.0,False,False,False,False,False,False,False,False,True,False,0,0,0.0,0,20,4.0,Low,Early Head Start,1
774,774,Roth,Brian,,,2018-03-03,63059,WASHINGTON,West Angelaland,111368,Male,White,No,2019-06-01,2019-07-04,False,English,False,False,Divorced,True,False,False,165,46351,2,False,3016,37,1,6,0,0,False,6.0,6,1.0,20,1.0,False,True,True,5.75,False,False,False,False,True,False,False,False,True,False,1,20,40.0,40,25,31.0,Moderate,Home Visiting,1
775,775,Gutierrez,Joseph,James,,2018-01-19,65807,CARTER,New Erik,18507,Male,White,No,,,False,English,False,False,Divorced,False,False,True,197,43814,6,True,3370,40,5,427,1,49,False,85.4,5,0.8333333333333334,19,1.0,False,True,True,4.5,False,False,False,False,False,False,True,True,True,False,2,30,5.833333333333332,40,30,26.458333333333332,Moderate,"Early Intervention, Childcare Subsidy, Early Head Start, Child Care",5
776,776,Clark,Austin,,,2021-04-02,65802,FRANKLIN,Muellerchester,36225,Male,White,No,2023-02-06,2024-10-15,False,English,False,False,Married,False,False,True,57,2702,3,True,4492,37,1,151,0,0,False,151.0,3,0.5,11,0.9166666666666666,True,False,True,3.0,True,False,False,False,False,False,True,True,True,True,2,0,19.583333333333336,35,55,24.645833333333336,Moderate,Childcare Subsidy,1
777,777,Thompson,Gordon,Michael,,2020-11-01,64828,AUDRAIN,Lake Sarahshire,4330,Male,White,No,,,False,English,False,False,Divorced,False,False,False,377,91140,3,False,3946,41,2,94,0,0,False,47.0,6,1.0,22,1.0,False,False,True,5.25,False,False,False,False,False,False,False,False,True,False,0,20,40.0,0,20,20.0,Low,"First Steps, Childcare Subsidy",2
778,778,Nguyen,Brian,Kyle,,2019-03-21,64601,CEDAR,Port Seanport,20145,Male,White,No,,,False,English,True,False,Separated,False,False,False,88,10641,4,False,3430,37,3,195,0,0,False,65.0,5,0.8333333333333334,15,1.0,False,False,True,1.75,True,True,False,False,False,False,False,False,True,True,0,0,45.83333333333333,35,70,34.20833333333333,Moderate,"Childcare Subsidy, Early Head Start",3
779,779,Cervantes,Benjamin,Brian,,2018-03-20,65248,CALLAWAY,Murphyton,14119,Male,Black or African American,No,,,False,English,False,False,Separated,False,True,False,399,66454,3,False,2613,32,2,213,0,0,False,106.5,4,0.6666666666666666,22,1.0,False,False,True,6.0,False,False,False,False,False,True,False,False,True,False,1,0,11.666666666666668,0,25,7.916666666666667,Low,"Childcare Subsidy, State Pre-K",2
780,780,Berger,Robert,Stephen,,2018-01-03,63719,SCHUYLER,Port Dwayneberg,93206,Male,White,Yes,,,False,English,False,False,Single,False,False,False,159,22249,5,False,4038,39,2,40,0,0,False,20.0,4,0.6666666666666666,19,1.0,False,False,True,4.75,False,False,False,False,False,False,False,False,True,False,0,20,51.66666666666667,0,20,22.916666666666668,Low,First Steps,2
781,781,Gilbert,Kelly,,,2020-05-13,64716,LINCOLN,Gonzalezmouth,57225,Not selected,White,No,,,False,English,False,False,Single,False,True,False,309,50774,3,False,3031,38,3,292,0,0,False,97.33333333333333,6,1.0,22,1.0,False,False,True,5.0,False,False,False,False,False,True,False,False,True,False,1,0,0.0,0,25,5.0,Low,"Early Head Start, Head Start, First Steps",3
782,782,Sellers,Rebecca,Meghan,,2021-02-16,63516,RALLS,Robbinsstad,87846,Female,White,No,,,False,English,False,False,Separated,False,False,False,280,70689,4,False,2656,41,1,104,0,0,False,104.0,4,0.6666666666666666,22,1.0,False,False,True,4.75,False,False,False,False,False,False,False,False,True,False,0,0,11.666666666666668,0,20,6.916666666666667,Low,Early Head Start,1
783,783,Dixon,Brandi,Cheryl,,2021-09-15,63329,TANEY,Port Kelly,107679,Not selected,White,No,2023-03-25,2024-03-03,True,English,False,False,Divorced,False,False,False,52,3566,4,False,3986,34,2,65,0,0,False,32.5,4,0.6666666666666666,13,1.0,False,True,True,3.25,True,False,False,True,False,False,False,False,True,True,0,20,51.66666666666667,75,60,49.66666666666667,High,"Early Intervention, Childcare Subsidy",2
784,784,Brown,Joshua,,,2021-09-05,64459,PEMISCOT,Danielport,78168,Male,White,No,,,False,English,False,False,Separated,False,False,False,84,22641,6,False,2363,37,1,14,0,0,False,14.0,1,0.16666666666666666,11,0.9166666666666666,True,False,True,3.75,True,False,False,False,False,False,False,False,True,True,0,20,71.25,35,45,41.5625,High,Home Visiting,1
785,785,Long,Joe,Jacqueline,,2021-04-01,65049,GASCONADE,Jenniferfurt,37896,Not selected,White,No,,,False,English,False,False,Divorced,False,False,False,120,39224,2,False,2872,29,1,152,0,0,False,152.0,5,0.8333333333333334,15,1.0,False,True,True,5.0,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,40,20,15.458333333333332,Low,Early Head Start,1
786,786,Wells,Amy,Elaine,,2020-05-07,63485,AUDRAIN,New Patrick,4726,Not selected,White,No,,,False,French,False,False,Separated,False,False,False,151,98988,2,False,3931,38,2,213,0,0,False,106.5,5,0.8333333333333334,21,1.0,False,False,True,4.75,False,False,False,False,False,False,False,False,True,False,0,0,5.833333333333332,0,20,5.458333333333333,Low,"First Steps, Early Head Start",2
787,787,Bright,Mary,Eric,,2021-09-27,63054,BARRY,East Alexander,5215,Not selected,Black or African American,No,,,False,English,False,False,Single,False,False,False,342,90210,3,False,4057,33,2,101,0,0,False,50.5,4,0.6666666666666666,21,1.0,False,False,True,6.0,False,False,False,False,False,False,False,False,True,False,0,0,51.66666666666667,0,20,16.916666666666668,Low,"First Steps, Childcare Subsidy",2
788,788,Dyer,Brianna,,,2018-12-17,65145,SULLIVAN,Proctorberg,106337,Female,White,No,,,True,English,False,False,Single,False,False,True,162,31164,6,False,4025,37,1,37,0,0,False,37.0,4,0.6666666666666666,18,1.0,False,False,True,4.25,False,False,False,True,False,False,False,True,True,False,1,20,51.66666666666667,0,40,26.916666666666668,Moderate,Early Intervention,1
