Child DCN,Child MOSIS ID,RefPersonRelationshipType.Description,RelatedPerson LastName,RelatedPerson FirstName,RelatedPerson MiddleName,RelatedPerson GenerationCode,RelatedPerson BirthDate,RelatedPerson PostalCode,RelatedPerson AddressCountyName,RelatedPerson City,RelatedPerson RefSex.Description,RelatedPerson HispanicLatinoEthnicity,RelatedPerson RefEmploymentStatus.Description,RelatedPerson EmploymentStatusDate,RelatedPerson HighestEducationLevel
0000001006,001006,Foster mother,Mitchell,Rachel,Gina,,1984-07-08,65406,CALDWELL,Meltonfort,Female,No,Part-time,2022-09-06,High school diploma or equivalent
0000001007,001007,Foster Parent,Glover,David,,,1997-08-31,63710,CALLAWAY,Ballardland,Male,No,Employed,2024-10-04,"Some college, no degree"
0000001007,001007,Father,Vazquez,Paul,Brian,,2004-09-01,63710,CALLAWAY,Ballardland,Male,Yes,Employed,2025-11-19,Associate's degree
0000001008,001008,Foster father,Brown,Todd,George,,1981-06-23,64668,PERRY,Port Anthony,Male,No,Employed,2024-02-09,Bachelor's degree
0000001008,001008,Foster mother,Woodward,Heather,Tina,,1972-02-05,64668,PERRY,Port Anthony,Female,No,Employed,2024-05-06,Graduate or professional degree
0000001009,001009,Father,Wilkinson,Steven,William,,1997-07-11,63421,STE. GENEVIEVE,North Kevin,Male,Yes,Part-time,2022-12-15,Associate's degree
0000001009,001009,Foster Parent,Coleman,John,William,,2005-01-25,63421,STE. GENEVIEVE,North Kevin,Male,Yes,Employed,2021-11-18,"Some college, no degree"
0000001010,001010,Mother,Martin,Joann,Brenda,,1979-11-13,65044,PIKE,Lake Jacqueline,Female,Yes,Part-time,2023-04-09,High school diploma or equivalent
0000001010,001010,Court appointed guardian,Bishop,Brandon,Troy,,1991-09-12,65044,PIKE,Lake Jacqueline,Male,Yes,Employed,2025-11-28,Bachelor's degree
0000001011,001011,Foster father,Brown,Dean,,,1990-01-09,65257,CARROLL,West Ashley,Male,Yes,Employed,2022-07-11,Associate's degree
0000001011,001011,Father,Richards,Jeffrey,Edward,,1971-10-09,65257,CARROLL,West Ashley,Male,Yes,Part-time,2025-05-21,Bachelor's degree
0000001012,001012,Father,Mccoy,Jason,Jeffrey,,1974-06-23,65631,STE. GENEVIEVE,Pettyfort,Male,Yes,Employed,2021-07-02,"Some college, no degree"
0000001012,001012,Stepfather,Mccoy,Jeffrey,Christopher,,1984-01-01,65631,STE. GENEVIEVE,Pettyfort,Male,Yes,Employed,2022-11-19,"Some college, no degree"
0000001013,001013,Father,Spencer,Terry,Dale,,1995-03-24,65393,MERCER,Benjaminfurt,Male,No,Part-time,2022-02-22,Associate's degree
0000001013,001013,Grandfather,Lopez,Patrick,Jerry,,1977-04-20,65393,MERCER,Benjaminfurt,Male,Yes,Employed,2021-05-06,High school diploma or equivalent
0000001014,001014,Court appointed guardian,Evans,Kenneth,,,1972-11-02,65423,CARTER,Hallton,Male,No,Employed,2023-01-20,Associate's degree
0000001015,001015,Grandfather,Wright,Michael,Brendan,,2007-05-13,64007,SCOTLAND,Smallville,Male,No,Employed,2024-04-10,Bachelor's degree
0000001016,001016,Father,Reed,Gregory,,,1991-01-31,64613,SCOTLAND,Smithport,Male,Yes,Employed,2023-12-24,No high school diploma
0000001016,001016,Foster mother,Austin,Kristen,Jill,,1978-03-27,64613,SCOTLAND,Smithport,Female,Yes,Employed,2025-06-11,"Some college, no degree"
0000001017,001017,Foster Parent,Mckee,Patrick,Luke,,1971-03-17,64005,CEDAR,Sandramouth,Male,Yes,Not in Labor Force,2025-10-16,No high school diploma
0000001018,001018,Grandfather,Martin,Phillip,Trevor,,1992-06-09,65605,HOWELL,Lauraburgh,Male,No,Employed,2024-06-18,"Some college, no degree"
0000001019,001019,Adoptive parent,Hamilton,William,,,1974-05-09,65527,ST. LOUIS CITY,East James,Male,Yes,Unemployed,2025-04-07,No high school diploma
0000001020,001020,Adoptive parent,Bender,Richard,,,1981-01-12,63154,TEXAS,Jimmyside,Male,Yes,Employed,2022-08-05,Associate's degree
0000001021,001021,Uncle,Mendoza,Jason,Tommy,,1980-01-28,64124,BARRY,Ericaburgh,Male,Yes,Part-time,2023-12-24,No high school diploma
0000001021,001021,Adoptive parent,Nolan,Henry,Christopher,Sr.,1991-04-20,64124,BARRY,Ericaburgh,Male,Yes,Employed,2025-10-24,Bachelor's degree
0000001022,001022,Stepmother,Johnson,Amy,Melanie,,1994-11-10,64094,WARREN,West Ryanbury,Female,Yes,Part-time,2026-03-14,High school diploma or equivalent
0000001022,001022,Grandmother,Wright,Terri,,,2007-08-10,64094,WARREN,West Ryanbury,Female,Yes,Employed,2026-01-11,"Some college, no degree"
0000001023,001023,Father,Scott,Kevin,Christopher,,1988-01-04,65658,VERNON,Kristenton,Male,Yes,Unemployed,2021-04-13,Associate's degree
0000001023,001023,Stepmother,Scott,Lauren,Stacey,,1989-10-06,65658,VERNON,Kristenton,Female,Yes,Employed,2021-10-20,Graduate or professional degree
0000001024,001024,Grandmother,Rogers,Brianna,Haley,,2001-11-06,64406,TANEY,Lake Brentmouth,Female,No,Employed,2022-06-17,No high school diploma
0000001025,001025,Uncle,Morris,Joseph,Scott,,1982-11-18,65715,HOLT,Port Annahaven,Male,No,Not in Labor Force,2021-04-05,Bachelor's degree
0000001026,001026,Stepfather,Bartlett,Cody,Timothy,,2003-03-26,64088,OREGON,Lake Kelly,Male,Yes,Employed,2023-11-30,High school diploma or equivalent
0000001027,001027,Foster father,Wilson,Jason,Ross,,1999-03-09,64981,MONROE,Matthewberg,Male,Yes,Employed,2021-10-25,High school diploma or equivalent
0000001027,001027,Grandfather,Conner,Ryan,,,1990-04-24,64981,MONROE,Matthewberg,Male,No,Employed,2025-02-06,Graduate or professional degree
0000001028,001028,Adoptive parent,Chase,Cody,,,2000-12-17,64409,ST. LOUIS,East Maryfort,Male,Yes,Employed,2025-01-23,"Some college, no degree"
0000001028,001028,Foster father,Morgan,Stephen,Samuel,,1970-10-12,64409,ST. LOUIS,East Maryfort,Male,Yes,Employed,2023-05-16,"Some college, no degree"
0000001029,001029,Father,Miller,Daniel,,,1970-10-10,65595,LINCOLN,Jenniferchester,Male,No,Employed,2024-07-23,Associate's degree
0000001030,001030,Court appointed guardian,Hoffman,Danny,Anthony,,1990-03-30,63079,CALDWELL,Cobbberg,Male,No,Employed,2021-04-18,Bachelor's degree
0000001030,001030,Mother,Hernandez,Nancy,Mandy,,1987-11-02,63079,CALDWELL,Cobbberg,Female,No,Employed,2023-03-20,High school diploma or equivalent
0000001031,001031,Uncle,Brown,Charles,Michael,,2003-01-30,65397,MORGAN,Sherrymouth,Male,No,Employed,2021-10-26,Bachelor's degree
0000001031,001031,Court appointed guardian,Burns,Alan,Adam,,1974-01-24,65397,MORGAN,Sherrymouth,Male,Yes,Employed,2023-07-01,No high school diploma
0000001032,001032,Foster mother,Carter,Lindsay,Veronica,,2004-11-01,64114,BOONE,West Leroyburgh,Female,No,Employed,2022-09-27,"Some college, no degree"
0000001033,001033,Stepmother,Johnson,Taylor,,,1980-09-29,64491,STE. GENEVIEVE,New Brian,Female,No,Employed,2025-06-15,High school diploma or equivalent
0000001033,001033,Adoptive parent,Mcneil,Kevin,,,1974-08-18,64491,STE. GENEVIEVE,New Brian,Male,Yes,Employed,2022-10-02,"Some college, no degree"
0000001034,001034,Adoptive parent,Lindsey,Jordan,,,1988-02-06,63680,STE. GENEVIEVE,Robertside,Male,Yes,Employed,2023-12-20,Bachelor's degree
0000001034,001034,Stepfather,Guerrero,Eric,,,1974-08-19,63680,STE. GENEVIEVE,Robertside,Male,No,Employed,2024-08-30,High school diploma or equivalent
0000001035,001035,Stepfather,Cooper,Mark,,,1998-07-10,64298,STONE,Rachelberg,Male,No,Employed,2023-01-25,"Some college, no degree"
0000001035,001035,Adoptive parent,Greene,Jon,Lee,,1987-10-04,64298,STONE,Rachelberg,Male,No,Employed,2022-01-08,No high school diploma
0000001036,001036,Father,Stephens,James,,,1998-03-17,64144,MONROE,Terryfurt,Male,No,Unemployed,2022-05-03,"Some college, no degree"
0000001036,001036,Grandfather,Richmond,Mike,Daniel,,2006-03-23,64144,MONROE,Terryfurt,Male,No,Employed,2023-08-26,No high school diploma
0000001037,001037,Father,Medina,Andrew,,,1995-11-29,63189,MADISON,Hardyberg,Male,No,Employed,2024-05-18,"Some college, no degree"
0000001037,001037,Stepmother,Medina,Angela,,,1995-07-18,63189,MADISON,Hardyberg,Female,Yes,Employed,2021-05-28,No high school diploma
0000001038,001038,Stepmother,Hunt,Jennifer,Pamela,,1996-03-03,63421,GREENE,Adrienneburgh,Female,No,Not in Labor Force,2026-01-31,Associate's degree
0000001038,001038,Mother,Hunt,Tammy,Deborah,,1996-03-30,63421,GREENE,Adrienneburgh,Female,Yes,Part-time,2022-09-30,No high school diploma
0000001039,001039,Grandmother,West,Alisha,,,1989-11-26,64992,NEWTON,Jessicahaven,Female,Yes,Employed,2025-06-26,Bachelor's degree
0000001039,001039,Mother,Green,Brittany,,Sr.,1992-02-22,64992,NEWTON,Jessicahaven,Female,No,Employed,2023-09-28,Associate's degree
0000001040,001040,Father,Watson,James,Michael,,1973-06-20,63567,JOHNSON,Davidville,Male,Yes,Employed,2024-05-15,Associate's degree
0000001040,001040,Grandfather,Patrick,Jeffrey,Timothy,,1994-01-16,63567,JOHNSON,Davidville,Male,Yes,Part-time,2024-02-14,High school diploma or equivalent
0000001041,001041,Grandmother,Becker,Julie,Adrienne,,1977-04-11,64672,ADAIR,Port Julie,Female,Yes,Part-time,2022-05-24,Associate's degree
0000001042,001042,Uncle,Daniel,Paul,Jeremy,,1978-05-18,65368,NEWTON,West Kevin,Male,No,Employed,2022-06-14,Graduate or professional degree
0000001043,001043,Stepfather,Taylor,Andrew,Daniel,,1973-01-24,65274,PHELPS,Stonebury,Male,No,Employed,2026-03-08,High school diploma or equivalent
0000001044,001044,Uncle,Jones,Corey,,,1983-04-19,64721,ST. LOUIS CITY,Garciachester,Male,No,Not in Labor Force,2024-07-29,High school diploma or equivalent
0000001045,001045,Adoptive parent,Brady,Mike,Robert,,1975-08-21,64396,WARREN,Lewisland,Male,No,Unemployed,2021-10-29,"Some college, no degree"
0000001045,001045,Stepfather,Beasley,Brian,Zachary,,1987-09-26,64396,WARREN,Lewisland,Male,Yes,Unemployed,2025-10-31,No high school diploma
0000001046,001046,Foster Parent,Scott,Christopher,Jeremy,,1990-09-04,65361,RANDOLPH,Wigginsshire,Male,Yes,Employed,2025-08-20,Associate's degree
0000001046,001046,Uncle,Collins,Paul,Nicholas,,1980-11-13,65361,RANDOLPH,Wigginsshire,Male,No,Employed,2026-01-10,High school diploma or equivalent
0000001047,001047,Court appointed guardian,Leon,Timothy,,,1986-01-27,63138,MACON,Dennischester,Male,No,Employed,2022-09-24,Bachelor's degree
0000001047,001047,Grandfather,Fritz,Steven,,,1972-08-24,63138,MACON,Dennischester,Male,No,Employed,2021-09-10,Bachelor's degree
0000001048,001048,Adoptive parent,Vargas,James,Joseph,,1985-07-30,65706,CLAY,Lake William,Male,Yes,Not in Labor Force,2022-05-12,Bachelor's degree
0000001048,001048,Uncle,Smith,Mark,,,1990-12-07,65706,CLAY,Lake William,Male,No,Employed,2024-06-10,"Some college, no degree"
0000001049,001049,Stepfather,Johnson,Stephen,Derrick,,1991-01-23,65506,KNOX,New Mike,Male,Yes,Employed,2021-06-06,Associate's degree
0000001049,001049,Foster father,Wells,Edward,Michael,,1998-03-02,65506,KNOX,New Mike,Male,Yes,Employed,2025-08-28,Associate's degree
0000001050,001050,Foster Parent,Smith,Jared,Steven,,1990-04-30,65131,PHELPS,Billyberg,Male,No,Employed,2021-06-10,High school diploma or equivalent
0000001051,001051,Mother,Carter,Megan,Terry,,2004-04-18,63501,CHRISTIAN,Port Douglasshire,Female,No,Employed,2023-09-30,"Some college, no degree"
0000001052,001052,Uncle,Lambert,Marc,Paul,,1980-11-23,63463,STONE,Port Jodi,Male,No,Employed,2025-12-12,No high school diploma
0000001052,001052,Stepfather,Campbell,Robert,Cody,,1990-03-24,63463,STONE,Port Jodi,Male,Yes,Employed,2022-01-21,"Some college, no degree"
0000001053,001053,Aunt,Harris,Ana,,,1996-07-09,65003,SCHUYLER,Berryshire,Female,No,Employed,2021-05-17,Bachelor's degree
0000001053,001053,Foster Parent,Robinson,Todd,Joshua,,2000-12-04,65003,SCHUYLER,Berryshire,Male,No,Employed,2025-05-18,Associate's degree
0000001054,001054,Grandfather,Norris,Blake,Justin,,1989-10-28,64631,DALLAS,Port Dillon,Male,Yes,Unemployed,2022-02-26,"Some college, no degree"
0000001054,001054,Aunt,Lawrence,Susan,Pamela,,1977-11-10,64631,DALLAS,Port Dillon,Female,Yes,Employed,2024-12-05,Bachelor's degree
0000001055,001055,Foster father,Santos,Adam,Gerald,,1970-05-01,64401,MONROE,Christopherchester,Male,No,Employed,2025-09-11,High school diploma or equivalent
0000001055,001055,Grandfather,Rodgers,Joseph,,,1980-09-27,64401,MONROE,Christopherchester,Male,No,Employed,2021-10-06,"Some college, no degree"
0000001056,001056,Aunt,Gutierrez,Angela,Donna,,1992-04-09,63015,LINN,Fitzgeraldland,Female,No,Employed,2024-10-31,Bachelor's degree
0000001056,001056,Foster father,Russell,Craig,Michael,,2000-12-25,63015,LINN,Fitzgeraldland,Male,Yes,Part-time,2022-03-22,High school diploma or equivalent
0000001057,001057,Mother,Armstrong,Cynthia,Monica,,1994-11-13,64239,LIVINGSTON,Annville,Female,Yes,Employed,2025-08-24,High school diploma or equivalent
0000001057,001057,Adoptive parent,Dominguez,Christopher,John,,1991-06-05,64239,LIVINGSTON,Annville,Male,No,Part-time,2023-12-30,High school diploma or equivalent
0000001058,001058,Adoptive parent,Hopkins,Jack,Steven,,1977-04-02,64056,CHRISTIAN,New Aimeefort,Male,Yes,Employed,2024-08-24,"Some college, no degree"
0000001058,001058,Foster mother,Thompson,Kimberly,Amanda,,1977-10-23,64056,CHRISTIAN,New Aimeefort,Female,No,Employed,2023-08-22,Associate's degree
0000001059,001059,Adoptive parent,Sanchez,Jason,Matthew,,1982-01-08,65624,ATCHISON,North Joshua,Male,Yes,Employed,2025-10-10,Associate's degree
0000001059,001059,Grandfather,Meyer,John,,,1985-07-18,65624,ATCHISON,North Joshua,Male,Yes,Employed,2021-12-23,"Some college, no degree"
0000001060,001060,Grandfather,Harper,Johnny,,,1970-10-02,65438,BATES,Port Amandamouth,Male,Yes,Unemployed,2022-01-02,High school diploma or equivalent
0000001060,001060,Foster Parent,Schmidt,Thomas,Michael,,1972-11-25,65438,BATES,Port Amandamouth,Male,No,Not in Labor Force,2022-11-24,Associate's degree
0000001061,001061,Mother,Johnson,Amanda,Laurie,,1986-01-26,63912,PERRY,Whitetown,Female,Yes,Part-time,2023-11-22,"Some college, no degree"
0000001062,001062,Adoptive parent,Sanchez,Christopher,Jorge,,1993-05-16,64233,CHARITON,New Garyberg,Male,Yes,Unemployed,2022-04-24,"Some college, no degree"
0000001063,001063,Aunt,Walters,Maria,Erin,,1978-09-10,63721,GASCONADE,North Christina,Female,Yes,Part-time,2024-12-27,"Some college, no degree"
0000001064,001064,Uncle,Moore,Anthony,Justin,,2006-09-09,64420,RAY,Douglasmouth,Male,No,Employed,2022-02-14,High school diploma or equivalent
0000001064,001064,Stepmother,Price,Joan,Tina,,1973-11-14,64420,RAY,Douglasmouth,Female,Yes,Employed,2023-05-02,High school diploma or equivalent
0000001065,001065,Aunt,Watkins,Hannah,,,1979-07-09,64878,CLINTON,Port Carla,Female,Yes,Part-time,2025-01-28,No high school diploma
0000001066,001066,Court appointed guardian,Daniel,Kevin,,,1979-06-10,64396,GREENE,Brucemouth,Male,Yes,Employed,2026-01-14,Associate's degree
0000001066,001066,Stepmother,Avery,Carrie,Jessica,,1994-03-27,64396,GREENE,Brucemouth,Female,Yes,Employed,2025-04-11,Associate's degree
0000001067,001067,Stepmother,Schultz,Jennifer,,,2002-11-18,65525,BOLLINGER,West Angelashire,Female,Yes,Unemployed,2021-08-19,Graduate or professional degree
0000001067,001067,Uncle,Preston,Jeffrey,,,2001-10-20,65525,BOLLINGER,West Angelashire,Male,Yes,Employed,2025-02-10,Bachelor's degree
0000001068,001068,Foster mother,Roth,Caitlin,Wendy,,1984-12-24,64771,SALINE,Ashleymouth,Female,No,Employed,2023-12-20,Bachelor's degree
0000001069,001069,Adoptive parent,Cruz,Austin,Kenneth,,1971-08-18,64710,GASCONADE,Amberburgh,Male,No,Employed,2021-08-17,No high school diploma
0000001069,001069,Father,Faulkner,Michael,,,1973-02-24,64710,GASCONADE,Amberburgh,Male,Yes,Employed,2021-12-15,Associate's degree
0000001070,001070,Grandmother,Phillips,Stacy,April,,1974-03-16,63187,OZARK,Williamsmouth,Female,Yes,Employed,2026-02-16,"Some college, no degree"
0000001070,001070,Stepfather,Buck,Scott,Andrew,,1991-07-23,63187,OZARK,Williamsmouth,Male,Yes,Employed,2024-12-28,"Some college, no degree"
0000001071,001071,Grandmother,Dunn,Bethany,,,1981-11-23,63914,MISSISSIPPI,North Brian,Female,Yes,Employed,2022-11-08,"Some college, no degree"
0000001071,001071,Adoptive parent,Velasquez,Cody,,,1990-11-25,63914,MISSISSIPPI,North Brian,Male,Yes,Employed,2026-01-30,Bachelor's degree
0000001072,001072,Foster father,Mcintosh,Jeffery,Benjamin,,2000-09-20,65157,JASPER,Meganborough,Male,Yes,Employed,2021-11-08,"Some college, no degree"
0000001072,001072,Grandmother,Johnson,Jodi,Tracy,,1986-01-06,65157,JASPER,Meganborough,Female,No,Employed,2024-12-30,"Some college, no degree"
0000001073,001073,Grandfather,Rivera,Logan,Matthew,,1972-09-21,64755,HOWARD,West Christopherville,Male,No,Unemployed,2022-05-28,"Some college, no degree"
0000001073,001073,Foster Parent,Williams,Justin,Scott,,1983-11-17,64755,HOWARD,West Christopherville,Male,Yes,Not in Labor Force,2023-07-30,No high school diploma
0000001074,001074,Mother,Lutz,Angela,Jennifer,,1991-01-23,64188,STONE,Clarkhaven,Female,No,Unemployed,2024-06-05,No high school diploma
0000001074,001074,Father,Lutz,Tyler,Jason,,2005-08-09,64188,STONE,Clarkhaven,Male,No,Part-time,2022-06-04,Associate's degree
0000001075,001075,Aunt,Wall,Danielle,Natalie,,1986-01-12,64018,GASCONADE,Cynthiamouth,Female,Yes,Employed,2021-08-19,"Some college, no degree"
0000001075,001075,Father,Fleming,Scott,Dominic,,1978-08-15,64018,GASCONADE,Cynthiamouth,Male,Yes,Employed,2023-08-13,"Some college, no degree"
0000001076,001076,Foster Parent,Warren,John,Jon,,1991-08-06,63408,HOWELL,Allenberg,Male,No,Part-time,2024-08-23,High school diploma or equivalent
0000001077,001077,Mother,Valenzuela,Destiny,Gina,,1979-02-01,65115,CALLAWAY,South Angela,Female,Yes,Employed,2021-07-28,No high school diploma
0000001078,001078,Foster mother,Mcfarland,Valerie,,,1989-09-14,64154,STODDARD,New Anthonymouth,Female,Yes,Unemployed,2024-09-10,"Some college, no degree"
0000001079,001079,Aunt,Collins,Jessica,,,2003-07-03,64018,PEMISCOT,Paultown,Female,Yes,Part-time,2025-09-22,"Some college, no degree"
0000001080,001080,Court appointed guardian,Mayo,Connor,Manuel,Sr.,1971-08-19,63424,MISSISSIPPI,Port Juanstad,Male,Yes,Part-time,2021-11-09,High school diploma or equivalent
0000001081,001081,Aunt,Bell,Debra,April,,2002-05-27,64212,CALDWELL,East Tina,Female,No,Part-time,2023-09-09,"Some college, no degree"
0000001081,001081,Mother,Stokes,Amy,Barbara,,1988-06-03,64212,CALDWELL,East Tina,Female,Yes,Employed,2023-10-16,"Some college, no degree"
0000001082,001082,Grandfather,Matthews,Luke,Richard,,1990-12-23,65532,DOUGLAS,North James,Male,No,Unemployed,2021-07-24,High school diploma or equivalent
0000001082,001082,Father,Vasquez,James,Brian,,1970-05-02,65532,DOUGLAS,North James,Male,No,Part-time,2022-05-17,No high school diploma
0000001083,001083,Uncle,Clark,Nathan,,,1976-05-10,65279,PLATTE,Jacksonborough,Male,Yes,Employed,2022-08-31,High school diploma or equivalent
0000001084,001084,Uncle,Sparks,Daniel,,,2007-12-08,65605,PIKE,New Davidland,Male,No,Unemployed,2024-11-01,Graduate or professional degree
0000001085,001085,Stepfather,Ibarra,Andre,Daniel,,1979-11-30,64819,BARRY,Jamestown,Male,Yes,Employed,2024-05-01,High school diploma or equivalent
0000001086,001086,Aunt,Mcclain,Jessica,,,1991-01-25,64402,REYNOLDS,Smithchester,Female,Yes,Employed,2021-04-02,Associate's degree
0000001086,001086,Court appointed guardian,Garrison,Nicholas,Fernando,,1970-10-13,64402,REYNOLDS,Smithchester,Male,Yes,Employed,2023-04-09,No high school diploma
0000001087,001087,Father,Williams,Samuel,,,1993-07-26,63425,DAVIESS,Ryanchester,Male,No,Unemployed,2024-03-04,High school diploma or equivalent
0000001087,001087,Stepfather,Williams,Thomas,Aaron,,1989-01-20,63425,DAVIESS,Ryanchester,Male,Yes,Employed,2024-10-31,"Some college, no degree"
0000001088,001088,Stepfather,Ward,Jonathan,Marcus,,1978-01-21,64120,DAVIESS,Lake Jeffreyview,Male,Yes,Part-time,2021-08-09,Associate's degree
0000001088,001088,Mother,Ward,Bethany,Elizabeth,,1976-07-13,64120,DAVIESS,Lake Jeffreyview,Female,No,Employed,2023-07-24,Associate's degree
0000001089,001089,Aunt,Carter,Holly,,,1983-11-06,64519,WEBSTER,Leeland,Female,Yes,Part-time,2021-06-02,High school diploma or equivalent
0000001090,001090,Adoptive parent,West,Stephen,Jamie,,1984-01-27,64483,CEDAR,Rosariobury,Male,Yes,Employed,2023-07-31,Graduate or professional degree
0000001091,001091,Stepmother,Garrett,Kelly,Christy,,1975-11-06,65553,SHANNON,South Ryantown,Female,Yes,Employed,2021-07-24,High school diploma or equivalent
0000001091,001091,Adoptive parent,Simpson,Adam,Terry,,1998-08-22,65553,SHANNON,South Ryantown,Male,No,Employed,2021-03-21,High school diploma or equivalent
